id,batch,language_pair,priority_order,country_focus,category,term_or_condition_ru,term_or_condition_en,question_ru,answer_ru,question_en,answer_en,sources_countries,sources_urls,medical_disclaimer
1683,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (высокий риск),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (высокий риск)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1684,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (полипрагмазия),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (полипрагмазия)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1685,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (ограниченная переносимость),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (ограниченная переносимость)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1686,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (после обострения),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (после обострения)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1687,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (долгосрочное наблюдение),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (долгосрочное наблюдение)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1688,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (профилактика госпитализаций),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (профилактика госпитализаций)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1689,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (проверка приверженности),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (проверка приверженности)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1690,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Какие ошибки ухудшают исходы при Хронический гепатит B и как их избежать? (безопасность терапии),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.","Which common errors worsen outcomes in Chronic hepatitis B, and how to avoid them? (безопасность терапии)","Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1691,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (первичный прием),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (первичный прием),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1692,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (повторный визит),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (повторный визит),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1693,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (высокий риск),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (высокий риск),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1694,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (полипрагмазия),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (полипрагмазия),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1695,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (ограниченная переносимость),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (ограниченная переносимость),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1696,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (после обострения),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (после обострения),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1697,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (долгосрочное наблюдение),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (долгосрочное наблюдение),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1698,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (профилактика госпитализаций),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (профилактика госпитализаций),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1699,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (проверка приверженности),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (проверка приверженности),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1700,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Печень и ЖКТ / Liver & GI,Хронический гепатит B,Chronic hepatitis B,Как адаптировать ведение Хронический гепатит B для пациентов 40–64 и 65+? (безопасность терапии),"Решение о терапии основано на HBV DNA, ALT, фиброзе/циррозе и возрасте. Препараты 1-й линии обычно тенофовир или энтекавир. Регулярный мониторинг вирусной нагрузки, функции печени и почек; скрининг HCC по риску. Учитывать коинфекции, беременность и семейный риск. Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.",How should Chronic hepatitis B management be adapted for ages 40–64 vs 65+? (безопасность терапии),"Treatment decisions are based on HBV DNA, ALT, fibrosis/cirrhosis status, and age. First-line nucleos(t)ide therapy is usually tenofovir or entecavir. Monitor viral load, liver and kidney parameters, and perform risk-based HCC surveillance. Account for coinfections, pregnancy plans, and family risk. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.aasld.org/practice-guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
1701,1001-2000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Онкология / Oncology,Рак молочной железы: скрининг и раннее выявление,Breast cancer screening,Как подтверждается диагноз Рак молочной железы: скрининг и раннее выявление и какие критерии использовать? (первичный прием),Скрининг строится по возрасту и риску: маммография по актуальным интервалам; при высоком генетическом риске — более ранний/интенсивный протокол и консультация генетика. После аномального результата обеспечить быструю диагностическую маршрутизацию (доп. визуализация/биопсия). Корректировать план совместно с пациентом и пересматривать каждые 3–6 месяцев или чаще при нестабильности.,How is Breast cancer screening confirmed and which criteria should be used? (первичный прием),"Screening is risk- and age-based: mammography at guideline intervals; for high hereditary risk, initiate earlier/intensified screening and genetic counseling. Ensure timely diagnostic follow-up (additional imaging/biopsy) after abnormal findings. Shared decision-making is required, with plan review every 3–6 months or sooner when unstable.","США: AHA/ACC/HFSA, AHA/ASA, ADA, AASLD, USPSTF, NCCN, Endocrine Society, ACR/AAOS/APA; Южная Корея: Korean specialty societies (KDA/KSH/KSN/KASL etc.); Япония: Japanese specialty societies (JCS/JDS/JSN/JSH etc.); Израиль: Israeli Ministry of Health + specialty society protocols; Германия: AWMF S3 guidelines; Великобритания: NICE guidelines; Италия: ISS and national scientific societies",https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines,Educational KB draft for clinician-supervised use; always verify local labeling and latest guideline updates.
